time	event
13386	S90
13393	T0
13410	S10
13413	T0
13436	S42
13439	T0
13459	S90
13463	T0
13483	S90
13488	T0
13509	S10
13517	T0
13556	S150
13559	T0
13584	S90
13588	T0
13611	S120
13617	T0
13656	S150
13660	T0
13680	S110
13687	T0
13729	S150
13734	T0
13752	S20
13756	T0
13777	S10
13785	T0
13805	S100
13811	T0
13830	S90
13838	T0
13852	S120
13860	T0
13880	S10
13883	T0
13906	S90
13911	T0
13933	S41
13938	T0
13957	S90
13964	T0
13982	S100
13989	T0
14010	S110
14016	T0
14034	S110
14042	T0
14061	S20
14067	T0
14088	S110
14092	T0
14115	S42
14123	T0
14143	S90
14147	T0
14168	S41
14173	T0
14192	S100
14198	T0
14218	S20
14225	T0
14244	S100
14252	T0
14273	S42
14278	T0
14299	S41
14305	T0
14324	S42
14328	T0
14349	S110
14352	T0
14370	S20
14375	T0
14395	S42
14403	T0
14423	S42
14431	T0
14451	S80
14456	T0
14467	S160
14473	T0
14490	S120
14494	T0
14536	S150
14539	T0
14556	S42
14564	T0
14588	S100
14591	T0
14606	S41
14611	T0
14620	T0
14624	T0
14645	S110
14652	T0
14662	S160
14670	T0
14687	S100
14691	T0
14698	S160
14705	T0
14726	S80
14730	T0
14748	S120
14756	T0
14775	S41
14781	T0
14789	S160
14794	T0
14816	S100
14823	T0
14833	S160
14841	T0
14862	S120
14867	T0
14892	S110
14899	T0
14913	S42
14919	T0
14941	S10
14946	T0
14957	S160
14965	T0
14986	S110
14992	T0
15006	S80
15009	T0
15031	S10
15035	T0
15057	S110
15062	T0
15086	S90
15090	T0
15110	S41
15118	T0
15135	S20
15143	T0
15152	S160
15155	T0
15172	S120
15178	T0
15197	S80
15204	T0
15224	S10
15231	T0
15270	S150
15278	T0
15298	S20
15302	T0
15320	S41
15323	T0
15350	S41
15356	T0
15369	S90
15372	T0
15391	S10
15394	T0
15417	S100
15423	T0
15439	S10
15443	T0
15482	S150
15485	T0
15507	S20
15512	T0
15532	S80
15538	T0
15555	S20
15562	T0
15580	S10
15588	T0
15627	S150
15634	T0
15654	S120
15659	T0
15678	S41
15683	T0
15701	S10
15709	T0
15727	S90
15733	T0
15750	S90
15757	T0
15772	S110
15780	T0
15800	S110
15807	T0
15826	S80
15832	T0
15855	S10
15860	T0
15880	S42
15885	T0
15895	S160
15901	T0
15909	S160
15915	T0
15930	S41
15933	T0
15952	S10
15957	T0
15980	S80
15987	T0
16007	S100
16013	T0
16055	S150
16060	T0
16076	S41
16079	T0
16099	S120
16105	T0
16128	S42
16135	T0
16152	S110
16155	T0
16199	S150
16207	T0
16227	S41
16231	T0
16242	S160
16250	T0
16268	S110
16272	T0
16292	S41
16300	T0
16318	S120
16323	T0
16338	S100
16341	T0
16361	S41
16365	T0
16383	S110
16387	T0
16406	S110
16413	T0
16453	S150
16456	T0
16477	S20
16481	T0
16499	S110
16506	T0
16528	S90
16535	T0
16542	S160
16550	T0
16569	S10
16576	T0
16595	S10
16600	T0
16620	S80
16625	T0
16640	S42
16647	T0
16671	S10
16679	T0
16694	S20
16700	T0
16723	S90
16729	T0
16748	S10
16753	T0
16771	S90
16774	T0
16798	S80
16802	T0
16824	S42
16828	T0
16849	S90
16852	T0
16871	S10
16877	T0
16896	S41
16900	T0
16914	S10
16920	T0
16939	S10
16943	T0
16962	S42
16970	T0
16991	S110
16999	T0
17015	S41
17018	T0
17039	S42
17044	T0
17063	S42
17066	T0
17086	S120
17090	T0
17111	S80
17115	T0
17136	S90
17143	T0
17160	S41
17168	T0
17189	S41
17196	T0
17203	T0
17211	T0
17227	S90
17230	T0
17249	S42
17253	T0
17271	S110
17277	T0
17303	S20
17307	T0
17343	S150
17351	T0
17367	S120
17374	T0
17393	S10
17396	T0
17418	S20
17424	T0
17442	S80
17450	T0
17468	S110
17476	T0
17498	S20
17503	T0
17520	S41
17523	T0
17544	S110
17550	T0
17573	S42
17581	T0
17599	S90
17605	T0
17625	S110
17631	T0
17669	S150
17673	T0
17694	S42
17698	T0
17718	S110
17722	T0
17743	S42
17751	T0
17771	S80
17774	T0
17782	S160
17785	T0
17794	S160
17802	T0
17817	S120
17820	T0
17840	S10
17845	T0
17865	S41
17870	T0
17908	S150
17911	T0
17933	S120
17939	T0
17958	S120
17961	T0
17981	S42
17985	T0
18004	S20
18007	T0
18048	S150
18056	T0
18073	S10
18078	T0
18092	S41
18099	T0
18121	S42
18129	T0
18169	S150
18172	T0
18182	S160
18186	T0
18225	S150
18232	T0
18253	S80
18256	T0
18278	S42
18281	T0
18291	S160
18295	T0
18314	S80
18320	T0
18339	S41
18347	T0
18368	S42
18373	T0
18414	S150
18418	T0
18439	S110
18444	T0
18461	S90
18464	T0
18480	S110
18484	T0
18502	S20
18508	T0
18530	S100
18534	T0
18553	S42
18557	T0
18572	S110
18579	T0
18597	S41
18604	T0
18619	S110
18624	T0
18644	S100
18648	T0
18666	S90
18673	T0
18714	S150
18719	T0
18756	S150
18762	T0
18779	S20
18785	T0
18809	S120
18813	T0
18834	S110
18837	T0
18842	T0
18850	T0
18867	S41
18871	T0
18890	S42
18896	T0
18914	S110
18919	T0
18927	S160
18930	T0
18953	S100
18960	T0
18977	S10
18982	T0
19004	S110
19010	T0
19027	S10
19032	T0
19051	S90
19056	T0
19078	S100
19081	T0
19101	S120
19109	T0
19132	S41
19136	T0
19146	S160
19152	T0
19172	S41
19177	T0
19198	S10
19202	T0
19225	S100
19232	T0
19247	S20
19254	T0
19272	S41
19277	T0
19290	S42
19298	T0
19315	S100
19322	T0
19362	S150
19366	T0
19389	S80
19393	T0
19411	S120
19416	T0
19456	S150
19462	T0
19482	S42
19488	T0
19514	S10
19522	T0
19538	S42
19544	T0
19563	S42
19569	T0
19608	S150
19612	T0
19639	S10
19646	T0
19667	S120
19675	T0
19698	S42
19703	T0
19740	S150
19746	T0
19757	S160
19763	T0
19781	S42
19788	T0
19797	S160
19804	T0
19825	S90
19830	T0
19850	S10
19855	T0
19876	S20
19881	T0
19903	S42
19908	T0
19927	S20
19935	T0
19957	S41
19962	T0
19975	S42
19979	T0
20001	S90
20004	T0
20024	S42
20031	T0
20049	S90
20053	T0
20071	S120
20074	T0
20091	S90
20097	T0
20107	S160
20110	T0
20129	S80
20137	T0
20178	S150
20183	T0
20200	S10
20205	T0
20223	S10
20230	T0
20244	S20
20249	T0
20253	T0
20258	T0
20276	S120
20279	T0
20304	S90
20309	T0
20331	S100
20334	T0
20351	S10
20359	T0
20376	S90
20381	T0
20402	S120
20409	T0
20429	S20
20437	T0
20454	S120
20459	T0
20482	S42
20485	T0
20507	S80
20514	T0
20535	S20
20539	T0
20548	S160
20556	T0
20576	S100
20580	T0
20595	S10
20601	T0
20621	S80
20624	T0
20635	S160
20641	T0
20662	S120
20665	T0
20688	S100
20693	T0
20732	S150
20740	T0
20760	S80
20765	T0
20806	S150
20811	T0
20831	S20
20834	T0
20852	S110
20860	T0
20869	S160
20877	T0
20893	S120
20900	T0
20911	S80
20918	T0
20935	S20
20942	T0
20963	S80
20968	T0
20990	S80
20996	T0
21016	S100
21021	T0
21043	S42
21048	T0
21068	S80
21073	T0
21094	S41
21099	T0
21120	S20
21124	T0
21142	S10
21149	T0
21168	S90
21173	T0
21193	S41
21201	T0
21242	S150
21246	T0
21267	S120
21271	T0
21289	S20
21293	T0
21312	S80
21317	T0
21337	S10
21343	T0
21361	S120
21366	T0
21386	S42
21393	T0
21411	S20
21417	T0
21434	S90
21437	T0
21446	S160
21451	T0
21470	S10
21473	T0
21496	S100
21500	T0
21520	S120
21528	T0
21538	S160
21543	T0
21563	S90
21568	T0
21590	S110
21595	T0
21613	S10
21619	T0
21642	S20
21649	T0
21671	S80
21676	T0
21699	S20
21704	T0
21729	S80
21732	T0
21752	S41
21757	T0
21767	S160
21772	T0
21798	S90
21805	T0
21821	S10
21827	T0
21846	S110
21849	T0
21867	S100
21872	T0
21891	S41
21899	T0
21922	S120
21925	T0
21943	S120
21951	T0
21967	S100
21971	T0
21995	S80
21998	T0
22017	S41
22022	T0
22044	S42
22049	T0
22068	S100
22073	T0
22094	S20
22100	T0
22121	S20
22124	T0
22141	S100
22147	T0
22166	S100
22171	T0
22208	S150
22212	T0
22231	S120
22235	T0
22255	S10
22259	T0
22275	S100
22282	T0
22293	S160
22297	T0
22316	S120
22322	T0
22331	S160
22339	T0
22349	S160
22352	T0
22372	S10
22375	T0
22390	S100
22398	T0
22419	S80
22427	T0
22468	S150
22473	T0
22489	S41
22493	T0
22515	S42
22523	T0
22543	S80
22548	T0
22571	S42
22579	T0
22597	S41
22601	T0
22622	S10
22630	T0
22651	S80
22656	T0
22678	S10
22685	T0
22701	S90
22704	T0
22722	S110
22726	T0
22747	S120
22755	T0
22778	S110
22781	T0
22795	S10
22799	T0
22839	S150
22842	T0
22858	S10
22866	T0
22892	S110
22900	T0
22918	S90
22921	T0
22942	S20
22945	T0
22961	S41
22965	T0
23005	S150
23009	T0
23032	S42
23040	T0
23056	S20
23063	T0
23085	S110
23093	T0
23118	S42
23122	T0
23138	S10
23141	T0
23157	S20
23161	T0
23182	S110
23185	T0
23206	S90
23209	T0
23218	S160
23222	T0
23241	S42
23247	T0
23267	S42
23274	T0
23295	S10
23303	T0
23322	S120
23325	T0
23344	S90
23348	T0
23364	S10
23372	T0
23387	S120
23392	T0
23410	S41
23413	T0
23435	S110
23443	T0
23469	S90
23475	T0
23496	S110
23504	T0
23517	S90
23523	T0
23541	S110
23546	T0
23569	S100
23574	T0
23599	S110
23603	T0
23623	S41
23626	T0
23643	S41
23648	T0
23671	S20
23677	T0
23699	S80
23706	T0
23725	S20
23731	T0
23740	S160
23748	T0
23762	S100
23765	T0
23776	S160
23780	T0
23799	S42
23806	T0
23827	S41
23830	T0
23846	S41
23852	T0
23875	S90
23879	T0
23888	S160
23894	T0
23909	S80
23917	T0
23928	S110
23931	T0
23950	S90
23958	T0
23978	S10
23985	T0
24006	S100
24012	T0
24021	S160
24026	T0
24043	S100
24049	T0
24067	S120
24070	T0
24088	S120
24094	T0
24134	S150
24138	T0
24156	S20
24159	T0
24176	S90
24182	T0
24192	S160
24197	T0
24217	S10
24222	T0
24241	S80
24247	T0
24265	S110
24273	T0
24291	S20
24295	T0
24316	S110
24320	T0
24339	S42
24345	T0
24363	S110
24370	T0
24379	S160
24384	T0
24403	S80
24409	T0
24426	S42
24432	T0
24451	S80
24457	T0
24473	S42
24476	T0
24492	S41
24500	T0
24509	S160
24513	T0
24533	S90
24536	T0
24578	S150
24584	T0
24599	S120
24605	T0
24628	S20
24634	T0
24673	S150
24678	T0
24695	S80
24698	T0
24721	S10
24727	T0
24747	S90
24755	T0
24764	S160
24767	T0
24784	S41
24787	T0
24803	S80
24806	T0
24826	S10
24832	T0
24841	S160
24848	T0
24857	S160
24865	T0
24886	S10
24889	T0
24928	S150
24934	T0
24942	S160
24945	T0
24967	S20
24970	T0
24980	S160
24985	T0
25006	S41
25011	T0
25034	S110
25041	T0
25061	S80
25069	T0
25084	S80
25089	T0
25112	S90
25118	T0
25137	S41
25140	T0
25180	S150
25187	T0
25205	S110
25212	T0
25233	S80
25237	T0
25248	S110
25251	T0
25296	S150
25301	T0
25321	S110
25327	T0
25348	S20
25353	T0
25376	S10
25381	T0
25401	S100
25405	T0
25421	S120
25424	T0
25444	S42
25447	T0
25485	S150
25488	T0
25512	S41
25518	T0
25536	S41
25544	T0
25564	S100
25567	T0
25591	S41
25596	T0
25615	S20
25621	T0
25640	S100
25647	T0
25665	S20
25673	T0
25692	S120
25696	T0
25714	S110
25721	T0
25759	S150
25767	T0
25806	S150
25811	T0
25829	S42
25834	T0
25877	S150
25880	T0
25900	S100
25907	T0
25925	S120
25928	T0
25943	S100
25949	T0
25987	S150
25994	T0
26012	S90
26016	T0
26036	S41
26041	T0
26057	S20
26061	T0
26068	T0
26074	T0
26093	S80
26098	T0
26117	S41
26122	T0
26138	S110
26145	T0
26164	S90
26171	T0
26192	S10
26197	T0
26220	S42
26224	T0
26243	S10
26248	T0
26270	S100
26273	T0
26295	S42
26303	T0
26322	S41
26330	T0
26354	S100
26358	T0
26378	S42
26384	T0
26404	S41
26411	T0
26428	S20
26434	T0
26454	S41
26459	T0
26473	S90
26480	T0
26496	S10
26499	T0
26520	S120
26528	T0
26537	S160
26540	T0
26560	S100
26568	T0
26592	S80
26598	T0
26636	S150
26643	T0
26667	S42
26673	T0
26690	S41
26693	T0
26715	S100
26718	T0
26739	S110
26743	T0
26762	S120
26766	T0
26775	S160
26782	T0
26825	S150
26831	T0
26849	S10
26855	T0
26875	S42
26883	T0
26903	S10
26911	T0
26927	S42
26931	T0
26949	S120
26953	T0
26971	S110
26979	T0
26996	S42
27004	T0
27027	S41
27030	T0
27049	S42
27056	T0
27074	S20
27077	T0
27101	S120
27105	T0
27127	S100
27132	T0
27147	S10
27154	T0
27194	S150
27198	T0
27219	S80
27222	T0
27246	S42
27252	T0
27273	S42
27281	T0
27301	S20
27308	T0
27328	S80
27336	T0
27352	S90
27360	T0
27380	S41
27386	T0
27407	S42
27413	T0
27434	S120
27440	T0
27460	S10
27464	T0
27484	S80
27488	T0
27511	S100
27517	T0
27556	S150
27561	T0
27580	S10
27586	T0
27607	S90
27612	T0
27635	S120
27638	T0
27678	S150
27685	T0
27702	S10
27708	T0
27731	S120
27737	T0
27754	S10
27759	T0
27779	S110
27787	T0
27807	S120
27814	T0
27834	S20
27842	T0
27865	S10
27870	T0
27908	S150
27912	T0
27935	S100
27938	T0
27956	S10
27959	T0
27964	T0
27972	T0
27988	S42
27996	T0
28016	S90
28020	T0
28040	S120
28047	T0
28070	S42
28074	T0
28111	S150
28114	T0
28133	S110
28139	T0
28161	S42
28166	T0
28179	S120
28182	T0
28219	S150
28224	T0
28243	S110
28248	T0
28259	S160
28262	T0
28273	S41
28277	T0
28300	S120
28304	T0
28323	S100
28326	T0
28346	S20
28350	T0
28367	S10
28373	T0
28392	S100
28397	T0
28408	S160
28412	T0
28451	S150
28458	T0
28478	S120
28485	T0
28507	S10
28513	T0
28532	S80
28538	T0
28559	S10
28566	T0
28577	S160
28585	T0
28602	S100
28605	T0
28629	S110
28636	T0
28644	S160
28649	T0
28659	S160
28666	T0
28689	S42
28694	T0
28703	S160
28706	T0
28724	S80
28729	T0
28750	S42
28753	T0
28774	S80
28777	T0
28799	S100
28807	T0
28829	S42
28836	T0
28851	S10
28859	T0
28875	S90
28882	T0
28900	S110
28905	T0
28929	S80
28936	T0
28955	S80
28959	T0
28995	S150
28999	T0
29019	S90
29027	T0
29048	S100
29053	T0
29095	S150
29101	T0
29122	S80
29125	T0
29149	S41
29152	T0
29169	S20
29177	T0
29194	S120
29197	T0
29219	S110
29226	T0
29244	S80
29252	T0
29271	S42
29276	T0
29295	S42
29300	T0
29321	S10
29324	T0
29344	S42
29347	T0
29364	S90
29372	T0
29394	S90
29398	T0
29419	S110
29427	T0
29447	S20
29451	T0
29470	S90
29474	T0
29492	S120
29496	T0
29505	S160
29509	T0
29528	S10
29532	T0
29540	T0
29546	T0
29586	S150
29589	T0
29608	S10
29614	T0
29624	S160
29632	T0
29671	S150
29674	T0
29691	S90
29698	T0
29717	S41
29724	T0
29738	S10
29741	T0
29751	S160
29755	T0
29775	S120
29783	T0
29803	S110
29811	T0
29852	S150
29860	T0
29886	S10
29891	T0
29906	S80
29911	T0
29933	S90
29939	T0
29960	S120
29963	T0
29979	S120
29984	T0
30000	S10
30006	T0
30022	S42
30026	T0
30067	S150
30074	T0
30101	S20
30106	T0
30128	S20
30135	T0
30154	S120
30158	T0
30173	S41
30176	T0
30197	S80
30204	T0
30220	S10
30224	T0
30245	S20
30248	T0
30259	S80
30267	T0
30286	S110
