time	event
9045	S70
9051	T0
9090	S160
9093	T160
9121	S160
9124	T0
9205	S35
9209	T0
9239	S153
9243	T0
9727	S47
9731	T0
9736	T0
9742	T0
9754	S70
9758	T70
9764	S70
9768	T70
9785	S70
9791	T0
9826	S160
9830	T160
9854	S160
9857	T160
9891	S160
9899	T0
10053	S151
10059	T0
10091	S160
10099	T0
10139	S160
10141	T160
10172	S160
10174	T160
10211	S160
10215	T0
10233	T21
10240	T0
10241	P22
10244	T0
10262	T23
10270	T0
10280	S70
10282	T70
10296	S70
10301	T0
10342	S160
10344	T160
10372	S160
10374	T160
10406	S160
10408	T160
10431	S160
10439	T0
10452	S70
10456	T70
10471	S70
10475	T0
10505	S160
10509	T160
10541	S160
10545	T0
10549	S46
10553	T0
11255	S42
11263	T0
11402	S43
11410	T0
11413	T0
11416	T0
11685	S33
11691	T0
11717	S160
11719	T160
11749	S160
11752	T160
11789	S160
11793	T0
11806	S70
11809	T70
11822	S70
11825	T70
11838	S70
11842	T0
11850	T11
11858	T0
11871	S12
11879	T0
11891	T13
11899	T0
11905	S33
11912	T0
11940	S160
11944	T160
11976	S160
11978	T160
12014	S160
12016	T160
12042	S160
12046	T0
12066	S70
12070	T70
12091	S70
12097	T0
12125	T21
12132	T0
12133	P22
12136	T0
12160	T23
12166	T0
12188	S160
12191	T0
12195	S70
12201	T0
12237	S160
12239	T160
12277	S160
12281	T160
12309	S160
12312	T160
12342	S160
12350	T0
12354	T0
12361	T0
12372	S43
12377	T0
12383	T0
12387	T0
12409	S160
12416	T0
12456	S32
12460	T0
12493	S160
12497	T160
12526	S160
12529	T160
12557	S160
12560	T160
12592	S160
12598	T0
12631	S33
12638	T0
12670	S160
12674	T160
12701	S160
12704	T0
12712	T0
12718	T0
12743	S160
12746	T160
12780	S160
12784	T160
12812	S160
12816	T0
12821	T0
12824	T0
12850	S160
12856	T0
12862	T21
12869	T0
12870	P22
12873	T0
12904	T23
12911	T0
12930	S70
12932	T70
12942	S70
12948	T0
12976	S160
12980	T160
13011	S160
13014	T160
13048	S160
13055	T0
13057	P211
13060	T0
13064	S212
13069	T0
13072	S213
13080	T0
13091	S70
13098	T0
13122	S160
13125	T0
13158	T21
13165	T0
13166	P22
13172	T0
13175	T23
13183	T0
13215	S160
13219	T0
13234	S70
13237	T70
13252	S70
13254	T70
13264	S70
13272	T0
13298	S160
13302	T160
13336	S160
13340	T160
13371	S160
13377	T0
13472	S32
13476	T0
13821	S33
13826	T0
13856	S160
13858	T160
13898	S160
13901	T160
13929	S160
13931	T160
13956	S160
13961	T0
13966	T0
13970	T0
14007	S160
14011	T160
14044	S160
14052	T0
14056	T0
14064	T0
14097	S160
14099	T160
14135	S160
14142	T0
14154	S32
14161	T0
14168	T0
14176	T0
14207	S160
14209	T160
14246	S160
14249	T160
14286	S160
14290	T0
14853	S31
14861	T0
14897	S160
14901	T160
14932	S160
14938	T0
15136	S46
15139	T0
15151	S41
15159	T0
15709	S46
15714	T0
15738	S41
15744	T0
15795	S46
15799	T0
15823	T11
15826	T0
15829	S12
15837	T0
15844	T13
15847	T0
15880	S160
15883	T160
15910	S160
15912	T160
15939	S160
15943	T160
15972	S160
15979	T0
15982	S211
15986	T0
15999	S212
16005	T0
16008	S213
16011	T0
16023	S70
16026	T70
16044	S70
16048	T70
16066	S70
16073	T0
16099	S160
16105	T0
16117	S70
16121	T70
16145	S70
16148	T70
16161	S70
16165	T0
16191	S160
16194	T160
16222	S160
16225	T160
16259	S160
16265	T0
16268	S35
16275	T0
16281	T0
16289	T0
16321	S160
16324	T160
16348	S160
16356	T0
16961	S31
16967	T0
16972	T0
16976	T0
16984	S70
16989	T0
17022	S160
17024	T160
17051	S160
17056	T0
17088	T21
17096	T0
17116	S22
17121	T0
17136	T23
17140	T0
17150	S70
17152	T70
17157	S70
17161	T0
17190	S160
17193	T160
17218	S160
17220	T160
17247	S160
17255	T0
17261	T0
17267	T0
17286	T21
17289	T0
17387	S22
17393	T0
17411	T23
17414	T0
17436	S160
17438	T160
17461	S160
17465	T160
17491	S160
17495	T0
18006	S42
18013	T0
18202	S43
18210	T0
18213	T0
18218	T0
18240	T11
18244	T0
18246	P12
18254	T0
18256	T13
18262	T0
18281	S70
18286	T0
18312	S160
18316	T0
18323	T0
18330	T0
18334	T0
18342	T0
18534	S151
18539	T0
18545	T0
18550	T0
18555	T0
18558	T0
19216	S42
19220	T0
19265	S43
19271	T0
19275	T0
19281	T0
19297	S70
19303	T0
19308	T0
19311	T0
19320	S70
19327	T0
19349	S160
19353	T160
19383	S160
19386	T160
19418	S160
19421	T160
19457	S160
19463	T0
19471	T0
19479	T0
19504	T21
19511	T0
19596	S22
19600	T0
19603	T23
19610	T0
19625	T11
19631	T0
19632	P12
19635	T0
19638	T13
19644	T0
19663	S70
19666	T0
19701	S160
19705	T160
19732	S160
19740	T0
19749	S70
19754	T0
19788	S160
19792	T0
19810	S70
19813	T70
19832	S70
19834	T70
19844	S70
19849	T0
19852	T0
19857	T0
19890	S160
19894	T160
19925	S160
19928	T160
19950	S160
19958	T0
19963	T0
19967	T0
19998	S160
20002	T160
20028	S160
20031	T160
20059	S160
20062	T0
20066	T0
20069	T0
20348	S35
20356	T0
20360	T0
20366	T0
20459	S151
20463	T0
20492	S160
20496	T160
20530	S160
20533	T160
20561	S160
20566	T0
20578	S70
20582	T70
20592	S70
20595	T0
20621	S160
20624	T160
20646	S160
20648	T160
20673	S160
20681	T0
20704	T21
20712	T0
20844	S22
20849	T0
20856	T23
20861	T0
20885	S160
20890	T0
20895	T0
20899	T0
20919	S160
20922	T160
20947	S160
20955	T0
20971	T21
20974	T0
20975	P22
20978	T0
21025	T23
21033	T0
21039	T0
21042	T0
21056	S70
21063	T0
21079	T11
21084	T0
21091	S12
21095	T0
21109	T13
21113	T0
21145	S160
21147	T160
21175	S160
21182	T0
21186	S70
21189	T70
21209	S70
21213	T70
21221	S70
21228	T0
21264	S160
21270	T0
21289	S70
21292	T70
21307	S70
21310	T70
21322	S70
21330	T0
21342	S44
21350	T0
21361	S70
21363	T70
21382	S70
21389	T0
21418	S160
21421	T160
21446	S160
21450	T160
21482	S160
21489	T0
21494	T0
21502	T0
21528	S160
21532	T160
21561	S160
21563	T160
21588	S160
21592	T160
21614	S160
21622	T0
21646	T21
21653	T0
21654	P22
21659	T0
21690	T23
21695	T0
21700	T0
21705	T0
22572	S31
22575	T0
22604	S33
22612	T0
22641	S160
22643	T160
22671	S160
22675	T160
22705	S160
22708	T0
22731	T11
22739	T0
22740	P12
22744	T0
22749	T13
22755	T0
22785	S160
22788	T160
22818	S160
22821	T0
22833	S32
22837	T0
22870	S160
22873	T160
22906	S160
22908	T160
22942	S160
22945	T160
22973	S160
22976	T0
22997	S160
23001	T160
23031	S160
23034	T160
23062	S160
23066	T0
23081	T11
23088	T0
23097	S12
23101	T0
23120	T13
23124	T0
23133	T11
23139	T0
23140	P12
23148	T0
23151	T13
23156	T0
23178	S160
23182	T160
23218	S160
23220	T160
23257	S160
23261	T0
23283	S70
23286	T70
23306	S70
23310	T70
23317	S70
23322	T0
23347	S160
23351	T160
23384	S160
23387	T160
23414	S160
23417	T160
23451	S160
23459	T0
23490	T21
23493	T0
23494	P22
23501	T0
23519	T23
23523	T0
23627	S22
23630	T0
23654	T23
23659	T0
23665	T0
23668	T0
23700	S160
23704	T0
24195	S31
24198	T0
24222	S160
24224	T160
24252	S160
24255	T160
24274	S160
24280	T0
24284	S46
24287	T0
24309	S41
24313	T0
25157	S42
25160	T0
25170	T0
25173	T0
25197	T11
25202	T0
25216	S12
25223	T0
25235	T13
25239	T0
25266	S160
25270	T160
25300	S160
25302	T160
25326	S160
25330	T160
25361	S160
25368	T0
25386	S70
25388	T70
25396	S70
25401	T0
25406	T0
25414	T0
25447	T21
25453	T0
25454	P22
25461	T0
25478	T23
25486	T0
25513	S160
25516	T160
25558	S160
25562	T160
25591	S160
25593	T160
25623	S160
25630	T0
25639	S70
25642	T70
25666	S70
25668	T70
25688	S70
25692	T0
25726	S160
25729	T160
25759	S160
25765	T0
25767	P31
25770	T0
25778	T0
25781	T0
25814	S160
25818	T160
25845	S160
25849	T0
25853	T0
25861	T0
26590	S153
26594	T0
26599	T0
26607	T0
26638	T11
26643	T0
26645	P12
26651	T0
26662	T13
26666	T0
26697	S160
26699	T160
26726	S160
26733	T0
26750	S70
26754	T70
26771	S70
26773	T70
26789	S70
26797	T0
26826	S160
26832	T0
26835	S211
26839	T0
26863	S212
26866	T0
26869	S213
26873	T0
26877	S70
26881	T70
26902	S70
26905	T70
26916	S70
26924	T0
26949	S160
26952	T160
26985	S160
26987	T160
27021	S160
27029	T0
27043	T11
27051	T0
27060	S12
27067	T0
27079	T13
27084	T0
27093	T11
27101	T0
27106	S12
27112	T0
27119	T13
27123	T0
27150	S160
27153	T160
27179	S160
27182	T160
27215	S160
27218	T160
27245	S160
27249	T0
27253	T0
27256	T0
27286	S160
27289	T160
27304	S160
27307	T160
27334	S160
27337	T160
27360	S160
27363	T0
27378	S70
27380	T70
27392	S70
27394	T70
27412	S70
27419	T0
27451	S160
27454	T160
27482	S160
27484	T160
27517	S160
27521	T0
27539	T21
27544	T0
27688	S22
27696	T0
27708	T23
27714	T0
27741	S160
27744	T160
27773	S160
27775	T160
27803	S160
27811	T0
27832	S70
27838	T0
27863	S160
27867	T160
27905	S160
27910	T0
27927	S70
27930	T70
27942	S70
27945	T70
27959	S70
27963	T0
27987	S160
27990	T160
28020	S160
28026	T0
28060	T21
28064	T0
28127	S22
28134	T0
28185	T23
28190	T0
28196	T0
28201	T0
28242	S44
28249	T0
28254	T0
28259	T0
28287	S160
28289	T160
28316	S160
28320	T160
28341	S160
28348	T0
28360	S32
28367	T0
28369	T0
28376	T0
28777	S33
28785	T0
28812	S160
28815	T0
28835	S160
28839	T0
29189	S35
29196	T0
29200	T0
29205	T0
29234	S160
29236	T160
29271	S160
29275	T160
29307	S160
29312	T0
29317	T0
29323	T0
29329	T0
29337	T0
29371	S160
29373	T160
29391	S160
29394	T160
29416	S160
29421	T0
29440	T21
29444	T0
29467	S22
29470	T0
29494	T23
29499	T0
29504	S70
29508	T70
29530	S70
29534	T70
29549	S70
29552	T0
29576	S160
29583	T0
29636	S44
29644	T0
29669	S160
29672	T160
29699	S160
29703	T160
29731	S160
29735	T160
29762	S160
29765	T0
30105	S35
30108	T0
30143	S160
30146	T160
30168	S160
30173	T0
30190	S70
30193	T0
30219	S160
30223	T0
30232	T0
30235	T0
30273	S160
30276	T160
30322	S160
30324	T160
30356	S160
30359	T160
30388	S160
30394	T0
30403	S70
30407	T70
30417	S70
30419	T70
30443	S70
30447	T0
30478	S160
30483	T0
30503	S70
30507	T70
30517	S70
30521	T70
30526	S70
30534	T0
30570	S160
30574	T0
30725	S35
30733	T0
30739	T0
30745	T0
30773	S160
30781	T0
31296	S31
31304	T0
31310	T0
31315	T0
31343	S160
31345	T160
31377	S160
31380	T0
31390	T0
31394	T0
31490	S151
31498	T0
31530	S160
31534	T160
31567	S160
31570	T160
31595	S160
31600	T0
31605	T0
31612	T0
31644	S160
31647	T0
31714	S46
31719	T0
31752	S41
31758	T0
32589	S42
32592	T0
32691	S46
32695	T0
32784	S41
32787	T0
33101	S42
33105	T0
33333	S47
33338	T0
33342	T0
33346	T0
33380	T21
33387	T0
33388	P22
33395	T0
33419	T23
33425	T0
33450	S160
33457	T0
33535	S35
33542	T0
33544	T0
33548	T0
33578	S160
33581	T160
33612	S160
33616	T160
33644	S160
33646	T160
33672	S160
33679	T0
33713	T21
33717	T0
33718	P22
33721	T0
33755	T23
33762	T0
33768	S70
33772	T0
33809	S160
33812	T160
33840	S160
33843	T160
33880	S160
33887	T0
33902	T21
33907	T0
34004	S22
34007	T0
34024	T23
34030	T0
34059	S160
34062	T160
34088	S160
34092	T0
34097	T0
34104	T0
34137	S160
34145	T0
34163	S70
34166	T70
34174	S70
34178	T70
34188	S70
34193	T0
34224	S160
34232	T0
34274	T21
34282	T0
34352	S22
34355	T0
34371	T23
34378	T0
34402	S160
34408	T0
34428	S70
34431	T70
34447	S70
34451	T0
34468	T11
34475	T0
34485	S12
34491	T0
34501	T13
34507	T0
34530	S70
34532	T70
34548	S70
34552	T0
34572	S160
34574	T160
34602	S160
34605	T160
34637	S160
34640	T0
34645	T0
34653	T0
34684	S160
34688	T160
34718	S160
34720	T160
34751	S160
34755	T160
34790	S160
34795	T0
34802	T0
34809	T0
35176	S43
35184	T0
35213	S160
35219	T0
35224	S70
35232	T0
35260	S160
35263	T160
35290	S160
35292	T160
35328	S160
35334	T0
35339	T0
35344	T0
35726	S35
35730	T0
35732	T0
35739	T0
35768	S160
35771	T160
35801	S160
35804	T160
35832	S160
35835	T160
35860	S160
35866	T0
35876	S70
35879	T70
35894	S70
35897	T70
35918	S70
35921	T0
35923	P211
35930	T0
35939	S212
35942	T0
35944	P213
35950	T0
35981	S160
35984	T160
36016	S160
36018	T160
36052	S160
36059	T0
36091	T21
36097	T0
36098	P22
36104	T0
36142	T23
36150	T0
36290	S22
36293	T0
36296	T23
36300	T0
36312	S70
36316	T70
36333	S70
36336	T70
36349	S70
36356	T0
36382	S160
36384	T160
36417	S160
36420	T160
36444	S160
36446	T160
36484	S160
36488	T0
36494	T21
36500	T0
36521	S22
36528	T0
36550	T23
36557	T0
36564	T0
36568	T0
36590	S160
36598	T0
36634	T21
36637	T0
36732	S22
36739	T0
36757	T23
36765	T0
36772	T0
36775	T0
37063	S33
37071	T0
37078	T0
37084	T0
37113	S160
37116	T160
37147	S160
37149	T160
37184	S160
37187	T0
37214	S70
37222	T0
37257	S160
37261	T160
37281	S160
37285	T160
37314	S160
37316	T160
37340	S160
37345	T0
37361	S70
37365	T70
37387	S70
37390	T70
37417	S70
37424	T0
37450	S160
37455	T0
37459	S70
37461	T70
37474	S70
37476	T70
37490	S70
37494	T0
37526	S160
37528	T160
37563	S160
37565	T160
37595	S160
37603	T0
37609	T0
37617	T0
38040	S33
38044	T0
38073	S160
38075	T160
38113	S160
38121	T0
38176	S32
38183	T0
38217	S160
38219	T160
38251	S160
38254	T160
38288	S160
38292	T0
38325	S160
38329	T160
38358	S160
38363	T0
38390	S70
38393	T70
38406	S70
38410	T0
38437	S160
38439	T160
38468	S160
38470	T160
38502	S160
38506	T160
38544	S160
38548	T0
38555	S70
38559	T70
38571	S70
38575	T0
38606	S160
38610	T0
38643	T21
38651	T0
38652	P22
38655	T0
38658	T23
38662	T0
38692	S160
38695	T160
38725	S160
38728	T160
38761	S160
38763	T160
38779	S160
38786	T0
38817	T21
38823	T0
38861	S22
38867	T0
38891	T23
38899	T0
38923	S160
38925	T160
38947	S160
38950	T160
38979	S160
38984	T0
39013	T21
39018	T0
39019	P22
39027	T0
39046	T23
39051	T0
39057	T0
39063	T0
39095	S160
39099	T160
39134	S160
39141	T0
39151	S70
39155	T70
39182	S70
39185	T0
39215	S160
39221	T0
39230	S70
39237	T0
39246	T0
39254	T0
39284	S160
39287	T160
39317	S160
39319	T160
39362	S160
39370	T0
39403	S160
39405	T160
39433	S160
39436	T160
39474	S160
39476	T160
39512	S160
39515	T0
39533	T21
39540	T0
39541	P22
39549	T0
39555	T23
39559	T0
39572	S70
39574	T70
39590	S70
39594	T70
39602	S70
39608	T0
39645	S160
39648	T160
39679	S160
39681	T160
39709	S160
39715	T0
39754	T21
39757	T0
39758	P22
39765	T0
39791	T23
39799	T0
39836	S160
39839	T160
39870	S160
39874	T0
39884	S70
39887	T70
39894	S70
39902	T0
39927	S160
39929	T160
39959	S160
39963	T160
39995	S160
40001	T0
40025	S70
40027	T70
40033	S70
40035	T70
40041	S70
40044	T0
40074	S160
40076	T160
40105	S160
40107	T160
40135	S160
40137	T160
40173	S160
40177	T0
40193	T21
40201	T0
40202	P22
40206	T0
40209	T23
40216	T0
40221	S70
40227	T0
40260	S160
40264	T160
40292	S160
40295	T160
40323	S160
40327	T160
40354	S160
40361	T0
40392	S160
40394	T160
40421	S160
40424	T0
40538	S42
40545	T0
40740	S43
40747	T0
40777	S160
40781	T160
40812	S160
40815	T0
40823	T0
40827	T0
40835	S70
40843	T0
40879	S160
40886	T0
40890	T0
40895	T0
40927	S44
40935	T0
40971	T21
40974	T0
41034	S22
41039	T0
41061	T23
41064	T0
41085	T11
41089	T0
41090	P12
41094	T0
41108	T13
41115	T0
41126	S70
41129	T0
41162	S160
41168	T0
41201	T21
41208	T0
41318	S22
41326	T0
41343	T23
41347	T0
41377	S160
41379	T160
41410	S160
41412	T160
41449	S160
41452	T160
41482	S160
41485	T0
41491	S70
41493	T70
41513	S70
41519	T0
41558	S160
41562	T160
41596	S160
41599	T160
41633	S160
41635	T160
41669	S160
41677	T0
41679	P31
41685	T0
41690	T0
41693	T0
41724	S160
41727	T0
41756	T21
41761	T0
41859	S22
41866	T0
41871	T23
41877	T0
41911	S160
41915	T0
41918	S35
41922	T0
41953	S160
41956	T160
41987	S160
41995	T0
42215	S35
42221	T0
42227	T0
42232	T0
42236	T0
42243	T0
42257	S70
42265	T0
42299	S160
42303	T160
42342	S160
42348	T0
42389	T21
42395	T0
42462	S22
42468	T0
42487	T23
42494	T0
42525	S160
42527	T160
42557	S160
42565	T0
42569	T0
42572	T0
42596	S160
42599	T160
42624	S160
42626	T160
42657	S160
42662	T0
42666	T0
42674	T0
42683	S70
42686	T70
42693	S70
42701	T0
42729	S160
42733	T160
42762	S160
42766	T160
42794	S160
42797	T160
42827	S160
42834	T0
42849	T11
42857	T0
42877	S12
42881	T0
42887	T13
42894	T0
42932	S160
42935	T160
42964	S160
42968	T160
42999	S160
43001	T160
43023	S160
43028	T0
43051	S160
43053	T160
43084	S160
43086	T160
43109	S160
43112	T0
43148	T21
43153	T0
43226	S22
43233	T0
43242	T23
43248	T0
43288	S160
43292	T160
43330	S160
43333	T160
43362	S160
43365	T160
43397	S160
43404	T0
43520	S35
43527	T0
43550	S160
43555	T0
43559	T0
43565	T0
43586	S160
43593	T0
43601	S151
43604	T0
43635	S160
43638	T160
43669	S160
43675	T0
43939	S31
43944	T0
43951	T0
43955	T0
43971	T11
43974	T0
43975	P12
43983	T0
43989	T13
43994	T0
44028	S160
44030	T160
44066	S160
44068	T160
44089	S160
44093	T0
44100	S70
44103	T70
44120	S70
44126	T0
44152	S160
44155	T160
44192	S160
44194	T160
44224	S160
44227	T0
44240	T0
44243	T0
44256	S70
44259	T0
44288	S160
44291	T160
44321	S160
44324	T160
44344	S160
44346	T160
44369	S160
44373	T0
44384	T21
44389	T0
44412	S22
44417	T0
44420	T23
44425	T0
44458	S160
44461	T160
44490	S160
44494	T160
44519	S160
44526	T0
44538	S32
44543	T0
44554	T0
44562	T0
44590	S160
44594	T160
44632	S160
44635	T160
44667	S160
44674	T0
44682	S151
44686	T0
44720	S160
44723	T160
44758	S160
44765	T0
44914	S32
44921	T0
44976	S33
44984	T0
44993	T0
45000	T0
45569	S31
45573	T0
45576	T0
45584	T0
45602	S70
45605	T70
45611	S70
45614	T70
45637	S70
45640	T0
45655	T11
45658	T0
45662	S12
45667	T0
45672	T13
45680	T0
45709	S160
45713	T0
45716	T0
45720	T0
45749	S160
45751	T160
45791	S160
45794	T0
45816	T21
45819	T0
45820	P22
45828	T0
45844	T23
45850	T0
45879	S160
45881	T160
45905	S160
45907	T160
45930	S160
45934	T0
45939	T0
45942	T0
45956	S70
45960	T70
45980	S70
45982	T70
45992	S70
45995	T0
46000	T0
46007	T0
46031	S160
46035	T160
46058	S160
46064	T0
46082	T21
46087	T0
46119	S22
46122	T0
46158	T23
46164	T0
46203	S160
46207	T160
46226	S160
46229	T160
46262	S160
46264	T160
46301	S160
46307	T0
46319	S44
46326	T0
46333	S70
46337	T70
46348	S70
46351	T70
46371	S70
46377	T0
46407	S160
46409	T160
46434	S160
46438	T160
46460	S160
46467	T0
46649	S31
46652	T0
46655	T0
46658	T0
46690	S31
46698	T0
46732	S160
46736	T160
46771	S160
46775	T160
46803	S160
46805	T160
46837	S160
46842	T0
46864	T21
46867	T0
46984	S22
46991	T0
47011	T23
47019	T0
47022	T0
47026	T0
47055	S160
47059	T160
47092	S160
47096	T160
47128	S160
47132	T160
47163	S160
47168	T0
47178	T21
47183	T0
47184	P22
47187	T0
47198	T23
47205	T0
47234	S160
47238	T160
47270	S160
47272	T160
47305	S160
47310	T0
47318	T0
47322	T0
47385	S151
47389	T0
47393	T0
47396	T0
47428	S160
47430	T160
47462	S160
47466	T0
47490	S42
47497	T0
47585	S43
47589	T0
47616	S160
47619	T160
47643	S160
47651	T0
47675	T21
47679	T0
47697	S22
47701	T0
47723	T23
47727	T0
47753	S160
47755	T160
47786	S160
47794	T0
48045	S32
48051	T0
48052	T0
48055	T0
48070	S70
48074	T70
48082	S70
48085	T0
48123	S160
48125	T160
48159	S160
48167	T0
48173	S33
48177	T0
48202	S160
48205	T160
48235	S160
48240	T0
48242	P31
48247	T0
48254	T0
48257	T0
48293	S160
48300	T0
48313	S70
48315	T70
48338	S70
48342	T70
48361	S70
48367	T0
48400	S160
48405	T0
48411	T0
48417	T0
48450	S160
48453	T160
48491	S160
48496	T0
48535	S160
48539	T0
48553	S70
48557	T70
48571	S70
48573	T70
48591	S70
48597	T0
48630	S160
48633	T160
48661	S160
48663	T160
48691	S160
48698	T0
48718	S70
48723	T0
48750	S160
48753	T160
48778	S160
48781	T160
48810	S160
48812	T160
48851	S160
48859	T0
48878	T21
48886	T0
48887	P22
48894	T0
48915	T23
48920	T0
48963	T21
48969	T0
48970	P22
48978	T0
49010	T23
49015	T0
49023	S70
49026	T70
49042	S70
49046	T70
49061	S70
49066	T0
49087	S160
49090	T160
49120	S160
49122	T160
49151	S160
49154	T0
49464	S32
49472	T0
49478	T0
49481	T0
50258	S46
50264	T0
50576	S42
50581	T0
50697	S43
50703	T0
50708	T0
50712	T0
50762	T21
50769	T0
50791	S22
50798	T0
50823	T23
50828	T0
50835	T0
50841	T0
50870	S160
50872	T160
50908	S160
50910	T160
50942	S160
50949	T0
50964	T21
50971	T0
51022	S22
51025	T0
51044	T23
51051	T0
51055	T0
51060	T0
51075	T11
51079	T0
51094	S12
51101	T0
51116	T13
51119	T0
51149	S160
51151	T160
51183	S160
51189	T0
51198	S70
51202	T0
51226	S160
51230	T160
51258	S160
51262	T160
51290	S160
51296	T0
51669	S35
51677	T0
51683	T0
51690	T0
51714	S33
51718	T0
51725	T0
51729	T0
51754	S160
51761	T0
51801	T21
51808	T0
51834	S22
51842	T0
51882	T23
51887	T0
51891	S70
51899	T0
51923	S160
51925	T160
51955	S160
51959	T0
52356	S35
52362	T0
52369	T0
52374	T0
52449	S33
52456	T0
52481	S160
52485	T160
52520	S160
52522	T160
52540	S160
52548	T0
52553	T0
52560	T0
52592	S160
52595	T160
